,id,meanSentimentRating,textSnippet,sentimentScore
2483,237_3,-1.1,"That makes alarming a recent report from Thailand, where Army spokesmen talk of rounding up refugees from Myanmar, formerly Burma, and repatriating them across the border because now ''they have democracy.''",0
2484,237_4,-0.55,It is far too early for such a conclusion.,0
2485,237_5,1.05,"As it happens, there's a useful instrument for applying U.S. leverage for a rapid and genuine transition.",1
2486,237_6,-0.45,"As the election unfolded, Congress weighed final action on a Senate measure to bar Burmese imports because of systematic human rights abuse.",0
2487,237_7,0.55,"That bill might now be modified, authorizing President Bush to seek a lifting of the ban once he feels satisfactory progress has been made toward handing over power.",1
2488,237_8,0.7,"Friends of Burmese democracy have legitimate reason to celebrate, but it's still too early to relax.",1
2489,238_1,0.2,Mayor Koch has scheduled a hearing for today to help him decide whether or not to sign a measure to protect carriage horses in New York City.,1
2490,238_2,0.0,The need for the bill is obvious.,1
2491,238_3,0.2,"It passed the City Council, 31 to 3, after complaints about traffic jams and danger to the horses when carriages plod through crowded midtown streets.",1
2492,238_4,-1.35,"The Council also remembered Whitey, a horse felled by heat exhaustion when his driver overworked him on a hot summer day.",0
2493,238_5,0.5,"The bill would confine horses to Central Park for much of their working day, ban their use in extreme temperatures and require better training of drivers.",1
2494,238_6,-0.6,Mayor Koch is not yet convinced.,0
2495,238_7,0.05,Veterinarians representing the carriage horse industry asked for a study to determine what temperature limits should be set.,1
2496,238_8,-0.4,That sounds like a red herring.,0
2497,238_9,-0.45,"But in any case, there is no reason for a study to stall the measure.",0
2498,238_10,0.5,Its safeguards could always be adjusted in light of new information.,1
2499,238_11,-1.3,Mr. Koch also frets about industry claims that the bill's limits may put operators out of business.,0
2500,238_12,-1.8,"If the drivers persist with that line of argument, they force the Mayor to confront a stark question: Why does New York City need an industry that depends on snarled traffic and cruelty to animals?",0
2501,239_1,-2.05,"Working without a permit from the Department of Buildings, a contractor fatally weakened a load-bearing wall in a six-story building on 31st Street in Manhattan last Monday.",0
2502,239_2,-1.75,"All six floors collapsed, killing the owner and grievously injuring a courageous woman who lay unseen beneath the debris for hours.",0
2503,239_3,-2.05,That was a sad reminder that unsupervised alterations and demolitions present a major hazard in New York City.,0
2504,239_4,-0.4,"By law, such work cannot proceed without official approval, and a permit must be posted at the site.",0
2505,239_5,-1.1,"In fiscal 1988 the Buildings Department received more than 4,000 citizen complaints of construction without a permit.",0
2506,239_6,0.7,Three out of four were found to be accurate.,1
2507,239_7,-0.65,"With 6,375 miles of streets to patrol, Buildings Department inspectors have their hands full.",0
2508,239_8,0.05,But the number of citizen reports suggests that disasters could be minimized if the city encouraged New Yorkers to report illegal projects.,1
2509,239_9,0.1,The Buildings Department might also solicit help from other city departments.,1
2510,239_10,1.1,The Police and Fire departments collaborated nobly in Monday's rescue efforts; they could be equally effective in ferreting out violations before new tragedies occur.,1
2511,240_1,0.5,Anyone who doubts that the Japanese are thorough need only consult the ''New York Dictionary'' now on sale at a Japanese bookstore in Rockefeller Center.,1
2512,240_2,0.1,Who else would devote a whole dictionary to the special language of a single city?,1
2513,240_3,0.15,The definition for the letter ''A'' introduces the subway system with terms like: Take the A Train and 8th Avenue Express.,1
2514,240_4,0.05,"Among other entries: A &amp;amp; S, bag lady, Bonwit Teller, Manny Hanny, maven, shooting gallery and Bosnywash (the Boston-New York-Washington corridor).",1
2515,240_5,0.45,"There's also a curious mix of the famous and infamous - H &amp;amp; R Block, for instance, Jackie O. and Bernhard Goetz, Beverly Sills, Billy Martin, Woody Allen, John Peter Zenger, Texas Guinan and the collective entry ''Bonanno family.''",1
2516,240_6,0.1,"There's no definition for lox but there is one for bagels, and it may reveal what the thorough Japanese are up to.",1
2517,240_7,0.85,Within the bagel definition is this observation: ''New York bagels could become a hot commodity nationwide.'',1
2518,241_1,0.45,South Korea's Government claims it is interested in compromising with the opposition over rules for selecting President Chun Doo Hwan's successor later this year.,1
2519,241_2,-1.1,"But the Government complicates prospects for compromise every time it seeks to sweep peaceful opposition demonstrators off the streets, as happened once again last weekend.",0
2520,241_3,-0.45,These shows of force are explained as necessary to thwart radicals and keep debate confined to parliamentary channels.,0
2521,241_4,-0.3,Their usual effect has been just the opposite.,0
2522,241_5,-1.5,They mock the moderation of responsible opposition leaders and shift attention from electoral modalities to police brutality.,0
2523,241_6,-1.8,"The new crackdown was all the more unseemly because it involved the public mourning of Park Jong Chul, a 21-year-old student who died under police torture three weeks ago.",0
2524,241_7,-0.65,The Government earned credit by acknowledging the incident and removing officials held responsible from their posts; the crackdown undermines that.,0
2525,241_8,0.65,The Reagan Administration rightly reminds the authorities in Seoul that the interests of the United States in long-term Korean stability are best served by ''a more open and legitimate political system.'',1
2526,242_1,0.9,"The cool, wet weather that hung on for so long had its constructive side.",1
2527,242_2,-0.65,It has slowed spring down.,0
2528,242_3,-0.65,Spring always seems reluctant to let go of winter.,0
2529,242_4,-0.5,"Then, once it does, it often seems too eager to get on into summer.",0
2530,242_5,-0.55,"But through April and well into May, the drizzly, chilly days stopped it, like a frame frozen in a movie.",0
2531,242_6,0.25,The flowering trees on the parkways paused with their buds only half open.,1
2532,242_7,0.95,"The tulips in Central Park barely unfurled, and the New York Botani cal Garden's magnolias held on to their pink splendors.",1
2533,242_8,-0.95,"Gardeners, as impatient as the season, have also been slowed down.",0
2534,242_9,-1.0,"Usually, in their haste to see what is coming next, they forget to enjoy what they have now.",0
2535,242_10,-0.45,"After waiting interminably for the first crocus, they brusquely turn away from that harbinger to anticipate forsythia.",0
2536,242_11,0.0,"Then, forsaking the forsythia, they poke at the dogwood to see how the buds are coming along.",1
2537,242_12,0.65,"This season's miserable weather has been a kind of enchantment, requiring them to savor spring, change by change, instead of gulping it down.",1
2538,242_13,0.45,"Any day, a heat wave will break the spell and the season will resume its rush.",1
2539,242_14,0.95,"As the last magnolia petals drop and the lingering daffodils fade, a few sentimental gardeners will look back on spring's suspended beauty as a wistful memory.",1
2540,242_15,-1.05,"Most, of course, will simply grumble at their flower beds, wondering why the roses are taking so long to open.",0
2541,243_1,1.45,"In Indianapolis recently, a woman named Florence Griffith Joyner soared to world prominence by running 100 meters faster than any woman ever had: 10.49 seconds.",1
2542,243_2,1.85,That was doubly remarkable: It lopped 27 hundredths of a second off the previous women's record at one stroke; nobody previously had done better than 13 hundredths.,1
2543,243_3,0.45,"And it reduced the difference between the world's fastest man, Ben Johnson of Canada, and the world's fastest woman to 66 hundredths - two-thirds - of a second.",1
2544,243_4,1.5,"Indeed, Ms. Griffith Joyner is faster than all but a very few men in the world, and her coach, Bob Kersee, thinks she can be even faster.",1
2545,243_5,-0.9,All of which must be terribly confounding to those who still resist encouraging women to participate in sports.,0
2546,243_6,1.4,"Not only do well-coached girls no longer run like girls and throw like girls; some do either, or both, better than boys.",1
2547,244_1,0.05,"''Man is unique among the animals in wearing clothes,'' the fashion historian James Laver wrote once, ''and the question arises as to why he should do so.''",1
2548,244_2,-0.5,"After dismissing modesty and protection against the weather as possible reasons, Mr. Laver came up with what he described as a ''scientific answer so remote from our modern notions that we have to make some effort of the imagination to understand it at all.''",0
2549,244_6,1.95,His answer was magic.,1
2550,244_7,-0.4,"Primitive man's defense against malicious spirits, witchcraft and in particular the ''evil eye'' was, Mr. Laver said, the wearing of amulets, or lucky charms.",0
2551,244_8,0.4,"Thus girdles and aprons of cowrie shells, the most popular of amulets, marked the beginning of fashion.",1
2552,244_9,0.8,"If this is so, there may be a curious kind of magic to be hoped for from the jeans manufactured by a Tennessee company called Jensen-Smith.",1
2553,244_10,0.1,Distressed jeans are familiar by now; some manufacturers sell versions with pre-torn knees.,1
2554,244_11,0.25,But Jensen-Smith has now gone a long step further.,1
